Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
SG2812_98109,Emerald,0.40,D,VVS2,GIA,Excellent,None,,64.30,67.00,Slightly Thick to Thick,Excellent,Very Good,5.26 x 3.49 x 2.25 mm,1782
24806_29708,Emerald,0.51,H,VS2,GIA,Excellent,None,None Pointed,68.10,64.00,Medium to Thick,Excellent,Very Good,5.27 x 3.84 x 2.62 mm,1664
BG699-2_220,Emerald,0.34,E,VS1,GIA,Fair,Faint,None,66.30,64.00,Thick to Very Thick,Excellent,Very Good,4.64 x 3.4 x 2.25 mm,1212
AQZ-10086_61524,Emerald,0.52,D,SI2,GIA,Excellent,Medium,,67.50,63.00,Medium to Thick,Very Good,Very Good,5.20 x 3.94 x 2.66 mm,1381
218Q-7_21571,Emerald,0.33,D,VS2,GIA,Excellent,Faint,,68.90,67.00,Slightly Thick to Thick,Very Good,Very Good,4.43 x 3.28 x 2.26 mm,930
58J2-11A1_1648,Emerald,0.40,H,VS1,IGI,Very Good,Strong,Large,68.60,66.50,Slightly Thick to Thick,Very Good,Very Good,4.73 x 3.47 x 2.38 mm,851
BL97-7_13198,Emerald,0.30,F,VS2,GIA,Excellent,Faint,,63.60,64.00,Medium to Slightly Thick,Excellent,Very Good,4.42 x 3.29 x 2.09 mm,884
C060_42633,Emerald,0.40,H,VS1,EGL,Excellent,,,,,,Excellent,Excellent,5.03 x 3.30 x 2.35 mm,1520
BS-8766_68771,Asscher,0.90,I,VS1,GIA,Excellent,None,,70.20,64.00,Medium to Very Thick,Very Good,Very Good,5.22 x 5.08 x 3.57 mm,3563
27430_29708,Asscher,0.72,J,VVS2,GIA,Excellent,None,None Pointed,68.50,62.00,Thick to Thick,Excellent,Excellent,4.89 x 4.89 x 3.35 mm,2682
D42233_27853,Asscher,1.20,H,VS1,EGL,Excellent,None,,72.10,65.00,,Excellent,Excellent,5.57 x 5.55 x 4.00 mm,7679
63546_32541,Asscher,0.90,G,VS1,GIA,Excellent,Faint,,69.80,63.00,Slightly Thick to Thick,Excellent,Very Good,5.22 x 5.09 x 3.55 mm,4691
4952_66112,Asscher,1.01,F,SI1,GIA,Excellent,Medium,,69.10,59.00,Slightly Thick to Thick,Excellent,Excellent,5.50 x 5.41 x 3.74 mm,8187
24548_29708,Asscher,1.20,I,VVS2,GIA,Excellent,None,None Pointed,68.60,65.00,Slightly Thick to Thick,Excellent,Excellent,5.85 x 5.81 x 3.99 mm,8957
R21S448_68119,Asscher,0.95,I,VVS1,GIA,Excellent,None,,61.70,64.00,Very Thick to Very Thick,Very Good,Good,5.80 x 5.60 x 3.45 mm,6001
BF617-9_220,Asscher,1.01,J,VS1,GIA,Fair,None,None,64.10,66.00,,Excellent,Very Good,5.57 x 5.51 x 3.53 mm,5825
BN293-44_13198,Asscher,0.71,D,SI1,GIA,Excellent,None,,68.00,62.00,Slightly Thick to Thick,Very Good,Very Good,4.88 x 4.88 x 3.32 mm,3473
28090_37711,Asscher,0.90,F,VS2,GIA,Excellent,None,,69.10,62.00,Very Thick to Very Thick,Excellent,Excellent,5.25 x 5.16 x 3.57 mm,5172
25775_29708,Asscher,0.90,J,VVS2,GIA,Excellent,Faint,None Pointed,68.90,62.00,Thick to Very Thick,Very Good,Excellent,5.28 x 5.19 x 3.57 mm,3962
24253_66819,Asscher,0.51,G,VS2,EGL,Excellent,Faint,,72.10,66.00,Thick to Thick,Excellent,Very Good,4.17 x 4.16 x 3.00 mm,1359
BG953-21_220,Asscher,1.01,I,SI1,GIA,Fair,None,None,65.40,65.00,,Very Good,Very Good,5.55 x 5.53 x 3.62 mm,6272
24545_29708,Asscher,1.00,I,VVS1,GIA,Excellent,Faint,None Pointed,66.50,68.00,Thick to Very Thick,Excellent,Excellent,5.53 x 5.52 x 3.67 mm,6584
DD422A5_27853,Asscher,1.01,G,VS1,EGL,Excellent,Faint,,69.60,66.00,,Excellent,Excellent,5.46 x 5.26 x 3.66 mm,6899
27966_29708,Asscher,0.90,G,VVS2,GIA,Excellent,None,None Pointed,68.00,64.00,Thick to Thick,Excellent,Excellent,5.32 x 5.21 x 3.54 mm,6163
27436_29708,Asscher,0.82,E,VS1,GIA,Excellent,None,None Pointed,68.20,61.00,Thick to Thick,Excellent,Very Good,5.15 x 5.12 x 3.49 mm,5044
BN-5353_68771,Asscher,0.90,I,VVS2,IGI,Very Good,VSL,,72.10,61.00,Slightly Thick to Thick,Very Good,Good,5.09 x 5.06 x 3.65 mm,3398
ATC6586-03_117643,Asscher,1.01,G,VS2,GIA,Excellent,None,,68.70,69.00,Slightly Thick to Thick,Very Good,Very Good,5.67 x 5.46 x 3.75 mm,6875
R21S1691_68119,Asscher,0.94,J,IF,GIA,Excellent,Faint,,62.10,65.00,Thick to Thick,Excellent,Very Good,5.59 x 5.41 x 3.36 mm,5505
21195_66819,Asscher,1.01,E,VS2,EGL,Excellent,None,,71.50,66.00,Medium to Slightly Thick,Excellent,Excellent,5.31 x 5.19 x 3.71 mm,6007
51174_12962,Asscher,1.01,H,VS1,GIA,Excellent,None,,67.50,55.00,Slightly Thick to Slightly Thick,Excellent,Very Good,5.86 x 5.61 x 3.79 mm,7396
A820-3_13198,Asscher,0.70,E,VS2,GIA,Excellent,None,,67.80,57.00,Thick to Thick,Very Good,Very Good,5.14 x 4.92 x 3.34 mm,4262
17478TI_66819,Asscher,1.01,I,VS1,EGL,Excellent,Faint,,71.50,69.00,,Excellent,Very Good,5.50 x 5.23 x 3.74 mm,3969
BG942-4_13198,Asscher,1.12,I,VVS1,GIA,Excellent,None,,69.40,64.00,Thick to Thick,Very Good,Excellent,5.67 x 5.52 x 3.83 mm,8538
19837_29708,Asscher,1.20,E,VS1,GIA,Excellent,None,None Pointed,67.20,64.00,Thick to Thick,Excellent,Excellent,5.81 x 5.79 x 3.89 mm,13266
36920_21409,Asscher,0.72,D,VVS2,GIA,Excellent,None,,65.60,61.00,Slightly Thick to Thick,Excellent,Excellent,4.96 x 4.92 x 3.23 mm,4257
A485-10_220,Asscher,1.06,J,VVS2,GIA,Fair,None,None,59.80,67.00,,Very Good,Very Good,6.09 x 5.85 x 3.5 mm,7118
T404-4_13198,Asscher,1.18,I,VS1,GIA,Excellent,None,,68.40,63.00,Thick to Thick,Excellent,Excellent,5.83 x 5.80 x 3.97 mm,8691
BG387-2_13198,Asscher,0.51,E,IF,GIA,Excellent,None,,68.00,68.00,Slightly Thick to Thick,Excellent,Excellent,4.51 x 4.45 x 3.02 mm,2443
A9453_66312,Asscher,1.05,D,VS1,GIA,Excellent,None,,68.00,60.00,Slightly Thick to Thick,Very Good,Good,5.73 x 5.66 x 3.85 mm,9206
GD3162_48037,Asscher,1.03,K,SI2,EGL,Excellent,None,,60.10,61.00,Medium to Thick,Very Good,Good,5.68 x 5.57 x 3.35 mm,3875
25798_29708,Asscher,0.90,F,VVS2,GIA,Excellent,None,None Pointed,69.50,68.00,Very Thick to Very Thick,Excellent,Very Good,5.18 x 5.13 x 3.57 mm,6024
DIA99242_40323,Asscher,1.50,H,VS2,EGL,Excellent,None,None Pointed,67.10,64.00,Medium to Thick,Excellent,Excellent,6.27 x 6.14 x 4.21 mm,10042
PK2122-311_54505,Asscher,1.16,H,VVS1,GIA,Good,None,NONE,61.00,62.00,Medium to Slightly Thick,Excellent,Very Good,6.31x6.02x3.67 mm,9474
E/13318_111413,Asscher,1.09,I,VS2,GIA,Excellent,None,,61.00,74.00,Medium to Thick,Good,Good,6.05 x 5.77 x 3.52 mm,7712
22938_29708,Asscher,1.01,J,VVS2,GIA,Excellent,Faint,None Pointed,69.60,63.00,Slightly Thick to Thick,Excellent,Very Good,5.52 x 5.46 x 3.80 mm,5228
4246_50227,Asscher,1.01,E,VS1,GIA,Excellent,None,,66.50,61.00,Slightly Thick to Slightly Thick,Excellent,Very Good,5.70 x 5.62 x 3.74 mm,10914
1403_53087,Asscher,0.79,G,SI1,GIA,Excellent,None,,59.00,69.00,Medium to Thick,Fair,Good,5.47 x 5.41 x 3.19 mm,4131
49598_37711,Asscher,1.50,J,SI1,GIA,Excellent,None,,73.40,66.00,Very Thick to Very Thick,Excellent,Excellent,6.00 x 5.91 x 4.34 mm,9817
S70449_23617,Asscher,0.96,D,VS2,GIA,Excellent,Medium,,65.10,54.00,Thick to Thick,Excellent,Good,5.45 x 5.42 x 3.53 mm,6772
AJR-06153_61524,Asscher,0.50,E,VS2,GIA,Excellent,None,,67.90,64.00,Thick to Very Thick,Excellent,Very Good,4.45 x 4.32 x 2.93 mm,2615
25766_29708,Asscher,0.70,E,VS1,GIA,Excellent,None,None Pointed,68.20,66.00,Very Thick to Very Thick,Very Good,Very Good,4.91 x 4.83 x 3.29 mm,3953
2477_29708,Asscher,1.20,E,VS1,GIA,Excellent,Faint,None Pointed,68.90,70.00,Thick to Thick,Excellent,Very Good,5.89 x 5.85 x 4.03 mm,13266
BN293-33_13198,Asscher,0.71,E,VS1,GIA,Excellent,None,,67.60,64.00,Slightly Thick to Thick,Excellent,Excellent,4.88 x 4.81 x 3.25 mm,4295
K3611_22634,Asscher,0.51,F,SI2,GIA,Excellent,None,,77.60,68.00,Extr. Thick to Extr. Thick,Very Good,Good,4.28 x 4.18 x 3.25 mm,2227
1018121_27853,Asscher,1.24,G,SI1,EGL,Excellent,Faint,,66.80,63.00,,Excellent,Excellent,6.03 x 5.96 x 3.98 mm,6849
63724_32541,Asscher,1.01,F,VS1,GIA,Excellent,Faint,,70.80,62.00,Slightly Thick to Thick,Excellent,Excellent,5.28 x 5.27 x 3.73 mm,6875
B463-5_220,Asscher,0.90,I,VS2,GIA,Fair,None,None,66.90,66.00,Slightly Thick to Thick,Excellent,Excellent,5.29 x 5.28 x 3.53 mm,5135
BN-1720_68771,Asscher,1.50,I,VS1,IGI,Excellent,None,,74.70,65.00,Medium to Medium,Very Good,Very Good,6.09 x 5.96 x 4.45 mm,12710
BI70-88_13198,Asscher,0.61,H,VVS1,GIA,Excellent,Faint,,69.00,63.00,Slightly Thick to Slightly Thick,Excellent,Very Good,4.68 x 4.57 x 3.15 mm,2455
IBCCB-A_13124,Asscher,0.49,E,VVS1,GIA,Excellent,None,,67.20,65.00,Thick to Very Thick,Excellent,Very Good,4.40 x 4.27 x 2.87 mm,2470
BN293-13_13198,Asscher,0.57,J,VVS2,GIA,Excellent,Faint,,67.60,64.00,Thick to Thick,Excellent,Very Good,4.51 x 4.47 x 3.03 mm,1651
25738_29708,Asscher,0.54,G,VVS2,GIA,Excellent,Faint,None Pointed,68.90,65.00,Thick to Thick,Excellent,Excellent,4.42 x 4.36 x 3.01 mm,1886
BM13-39_13198,Asscher,0.73,D,VVS1,GIA,Excellent,Faint,,66.90,61.00,Slightly Thick to Thick,Very Good,Very Good,4.96 x 4.90 x 3.28 mm,5876
66970_32541,Asscher,1.70,H,VS2,GIA,Excellent,Faint,,70.80,61.00,Thick to Thick,Excellent,Excellent,6.42 x 6.40 x 4.53 mm,14359
BG104-1_13198,Asscher,1.01,D,VS1,GIA,Excellent,Faint,,65.20,69.00,Thick to Very Thick,Very Good,Excellent,5.78 x 5.55 x 3.62 mm,10625
466_23246,Asscher,1.00,E,VS1,GIA,Excellent,None,,69.00,69.00,Thick to Very Thick,Excellent,Very Good,5.39 x 5.37 x 3.71 mm,10725
2346554_486,Asscher,0.40,E,VVS1,GIA,Fair,None,,62.30,66.00,Medium to Thick,Excellent,Very Good,4.27 x 4.19 x 2.61 mm,1747
BN-3291_68771,Asscher,1.41,I,VS1,IGI,Excellent,None,,69.20,61.00,Medium to Thick,Very Good,Good,6.06 x 5.98 x 4.14 mm,9642
63519_32541,Asscher,0.82,D,VS2,GIA,Excellent,Medium,,68.70,65.00,Slightly Thick to Slightly Thick,Excellent,Very Good,5.07 x 4.99 x 3.43 mm,3887
BN407-1_13198,Asscher,1.30,H,VVS1,GIA,Excellent,None,,66.10,64.00,Thick to Very Thick,Excellent,Excellent,6.11 x 5.98 x 3.96 mm,12741
R21S1638_68119,Asscher,1.07,K,VVS2,GIA,Excellent,None,,64.40,65.00,Thick to Very Thick,Very Good,Very Good,5.79 x 5.63 x 3.63 mm,5624
176021_63978,Asscher,0.91,D,VS1,GIA,Excellent,None,,71.70,58.00,Medium to Thick,Very Good,Good,5.45 x 5.30 x 3.80 mm,8541
25776_29708,Asscher,0.91,J,VVS2,GIA,Excellent,Medium,None Pointed,67.80,66.00,Very Thick to Very Thick,Excellent,Excellent,5.35 x 5.16 x 3.50 mm,4143
D322A18_27853,Asscher,1.55,H,VS1,EGL,Excellent,Faint,,69.90,67.00,,Excellent,Excellent,6.29 x 6.02 x 4.21 mm,13364
BN-1772_68771,Asscher,1.41,I,VVS1,IGI,Excellent,None,,68.50,63.00,Medium to Slightly Thick,Very Good,Very Good,6.14 x 5.90 x 4.04 mm,10586
KGM1826_116297,Asscher,0.82,H,VS1,GIA,Excellent,None,,68.40,64.00,Thick to Very Thick,Excellent,Very Good,5.07 x 5.00 x 3.42 mm,3809
51168_12962,Asscher,1.01,E,SI1,GIA,Excellent,None,,67.90,61.00,Very Thick to Very Thick,Very Good,Very Good,5.71 x 5.50 x 3.74 mm,7292
63551_32541,Asscher,0.90,G,VS2,GIA,Excellent,Faint,,69.00,64.00,Slightly Thick to Thick,Excellent,Very Good,5.27 x 5.18 x 3.57 mm,4151
25773_285,Asscher,0.91,K,VVS2,GIA,Fair,None,None,66.20,65.00,,Excellent,Very Good,5.43 x 5.34 x 3.53 mm,3793
ASSCHER0.90_121483,Asscher,0.90,D,SI1,GIA,Excellent,None,,69.70,66.00,Very Thick to Very Thick,Excellent,Excellent,5.25 x 5.13 x 3.58 mm,7795
BG953-18_13198,Asscher,1.00,J,VS2,GIA,Excellent,None,,68.70,66.00,Slightly Thick to Thick,Excellent,Excellent,5.56 x 5.53 x 3.80 mm,5690
56190_19234,Asscher,1.20,I,VS2,GIA,Excellent,None,,66.40,66.00,Slightly Thick to Thick,Excellent,Very Good,5.96 x 5.81 x 3.85 mm,7772
D921A6_27853,Asscher,1.20,I,VS1,EGL,Excellent,,,69.90,64.00,,Excellent,Excellent,5.81 x 5.68 x 3.97 mm,6790
W761-3_13198,Asscher,1.01,E,VS1,GIA,Excellent,None,,66.00,66.00,Slightly Thick to Slightly Thick,Excellent,Excellent,5.75 x 5.70 x 3.76 mm,11666
BG540-2_13198,Asscher,0.94,F,VS2,GIA,Excellent,None,,67.50,57.00,Medium to Slightly Thick,Excellent,Very Good,5.57 x 5.38 x 3.63 mm,6654
GD322125_27853,Asscher,0.71,J,VS1,GIA,Excellent,Medium,,65.50,68.00,Thin to Medium,Excellent,Very Good,5.34 x 5.09 x 3.33 mm,2574
BN-5189_68771,Asscher,0.97,K,VS1,IGI,Very Good,None,,73.40,66.00,Slightly Thick to Thick,Very Good,Very Good,5.23 x 5.08 x 3.73 mm,2641
BN248-64_13198,Asscher,0.52,H,VVS1,GIA,Excellent,Faint,,67.90,63.00,Thick to Very Thick,Excellent,Very Good,4.42 x 4.34 x 2.95 mm,2108
R17S1691_68119,Asscher,0.88,D,VS2,GIA,Excellent,Strong,,67.10,63.00,Thin to Slightly Thick,Good,Good,5.48 x 5.37 x 3.60 mm,5523
IZ-XC_13124,Asscher,0.70,G,VS2,GIA,Excellent,None,,65.70,67.00,Medium to Slightly Thick,Very Good,Very Good,5.11 x 5.08 x 3.34 mm,5119
BN14-1_13198,Asscher,0.80,I,VVS2,GIA,Excellent,Faint,,69.40,62.00,Thick to Very Thick,Excellent,Excellent,5.05 x 5.04 x 3.50 mm,3911
10484_75565,Asscher,1.46,J,VS2,EGL,Excellent,None,,61.50,64.00,Medium to Slightly Thick,Good,Good,6.67 x 6.59 x 4.05 mm,9693
48833_37711,Asscher,1.01,G,VS1,GIA,Excellent,None,,72.30,71.00,Thick to Thick,Very Good,Good,5.56 x 5.36 x 3.88 mm,7292
IZZXC_13124,Asscher,0.74,G,VVS1,GIA,Excellent,None,,66.00,65.00,Slightly Thick to Thick,Excellent,Good,5.14 x 5.06 x 3.38 mm,5120
OT1004_71136,Asscher,1.02,H,VS1,GIA,Excellent,Faint,,71.90,74.00,Thin to Thick,Good,Good,5.76 x 5.66 x 4.07 mm,9189
27177_29708,Asscher,1.23,I,VVS2,GIA,Excellent,Faint,None Pointed,68.30,61.00,Slightly Thick to Very Thick,Excellent,Very Good,5.93 x 5.81 x 3.97 mm,9454
52228_37711,Asscher,1.51,K,VS1,GIA,Excellent,Faint,,67.90,65.00,Slightly Thick to Thick,Excellent,Excellent,6.25 x 6.16 x 4.18 mm,8419
R20S1770_68119,Asscher,1.10,G,VS1,GIA,Excellent,None,,63.60,67.00,Extr. Thin to Very Thick,Good,Good,5.87 x 5.83 x 3.71 mm,10324
16120_49761,Asscher,0.90,H,VS1,GIA,Excellent,Faint,,65.60,64.00,Very Thick to Very Thick,Very Good,Very Good,5.23 x 5.22 x 3.43 mm,5913
ID-825_45495,Asscher,1.12,F,VS2,EGL,Excellent,None,,66.00,76.00,Medium to Medium,Excellent,Excellent,5.92 x 5.88 x 3.88 mm,8860
8781_75565,Asscher,1.00,E,VVS2,GIA,Excellent,None,,66.60,74.00,Thin to Thick,Good,Good,5.64 x 5.51 x 3.67 mm,10767
AJR-06221_61524,Asscher,0.50,E,VS2,GIA,Excellent,None,,69.40,64.00,Thick to Thick,Excellent,Excellent,4.35 x 4.24 x 2.95 mm,2615
SE1818_66507,Asscher,1.02,E,VS1,GIA,Excellent,None,,65.80,60.00,Medium to Slightly Thick,Good,Good,5.70 x 5.59 x 3.68 mm,8415
27441_29708,Asscher,0.70,D,VS1,GIA,Excellent,Faint,None Pointed,63.40,68.00,Thin to Slightly Thick,Excellent,Very Good,5.10 x 5.00 x 3.17 mm,4268
176023_63978,Asscher,0.90,H,IF,GIA,Excellent,None,,69.60,66.00,Slightly Thick to Thick,Good,Good,5.49 x 5.20 x 3.62 mm,7277
8983_75565,Asscher,1.07,G,VS1,GIA,Excellent,None,,67.40,67.00,Very Thin to Medium,Good,Good,5.87 x 5.76 x 3.88 mm,10042
101SEGSI2_18816,Asscher,1.01,G,SI2,EGL,Excellent,None,,69.00,63.00,Slightly Thick to Slightly Thick,Very Good,Good,5.45 x 5.42 x 3.74 mm,5899
G1497_46761,Asscher,1.04,H,VVS1,GIA,Excellent,None,,68.30,62.00,Thick to Thick,Excellent,Excellent,5.64 x 5.56 x 3.80 mm,9366
27435_29708,Asscher,0.81,E,VS2,GIA,Excellent,None,None Pointed,66.30,67.00,Slightly Thick to Thick,Excellent,Very Good,5.23 x 5.16 x 3.42 mm,4701
DDM105AM_12098,Asscher,0.96,G,VS1,GIA,Excellent,None,,70.10,60.00,Very Thick to Very Thick,Excellent,Excellent,5.41 x 5.41 x 3.79 mm,9624
21099_29708,Asscher,0.92,E,VS1,GIA,Excellent,Faint,None Pointed,70.40,62.00,Thick to Very Thick,Very Good,Excellent,5.23 x 5.15 x 3.63 mm,5953
25787A_29708,Asscher,0.91,G,VS1,GIA,Excellent,None,None Pointed,69.30,67.00,Very Thick to Very Thick,Excellent,Very Good,5.23 x 5.19 x 3.60 mm,6091
BG871-6_13198,Asscher,1.02,K,VVS1,GIA,Excellent,Faint,,65.00,68.00,Medium to Slightly Thick,Excellent,Excellent,5.75 x 5.50 x 3.58 mm,5750
21101_29708,Asscher,0.90,E,VS1,GIA,Excellent,Faint,None Pointed,70.60,64.00,Thick to Very Thick,Excellent,Very Good,5.18 x 5.13 x 3.62 mm,5598
BG953-8_220,Asscher,0.59,H,VVS2,GIA,Good,Faint,None,61.20,64.00,Medium to Slightly Thick,Very Good,Very Good,4.82 x 4.71 x 2.88 mm,2238
ALD13012222_NVD,Marquise,1.00,I,SI2,GIA,Good,None,NON,62.70,62.00,Very Thick to Very Thick,Excellent,Very Good,10.24x5.22x3.27 mm,7010
A95-193_NVD,Marquise,1.02,K,VS2,GIA,Good,None,NON,64.40,60.00,THK-VTK to THK-VTK,Excellent,Very Good,10.27x5.2x3.35 mm,5595
626313_NVD,Marquise,0.23,E,VS2,GIA,Fair,None,,65.00,60.00,THK - ETK to THK - ETK,Excellent,Very Good,5.94x3.19x2.08 mm,925
MQ220318819_NVD,Marquise,3.05,D,SI2,GIA,Good,None,NON,60.00,62.00,null to null,Excellent,Excellent,15.67x7.47x4.48 mm,70098
651616_NVD,Marquise,0.25,F,SI1,GIA,Good,None,NON,58.00,61.00,Medium to Very Thick,Excellent,Very Good,6.85x3.27x1.9 mm,1028
225666_885,Marquise,0.28,H,VVS2,IGI,Very Good,None,None,,58.50,Thick to Very Thick,Very Good,Very Good,8.31 x 5.44 x 3.74 mm,783
HP-MQ300-0003_54505,Marquise,3.48,G,VS1,GIA,Good,None,NONE,64.00,62.00,Slightly Thick to Very Thick,Very Good,Very Good,16.59x7.1x4.55 mm,64598
SS291_45,Marquise,0.62,E,VS1,GIA,Very Good,None,Small,59.30,55.00,Slightly Thick to Very Thick,Good,Good,8.67 x 4.49 x 2.66 mm,3392
X537-3_220,Marquise,0.50,K,VVS2,GIA,Fair,None,None,66.30,58.00,Medium to Extremely Thick,Very Good,Good,8.56 x 3.95 x 2.62 mm,1326
251667_885,Marquise,0.26,F,VS2,GIA,Very Good,None,,61.90,58.00,Thick to Very Thick,Excellent,Very Good,8.31 x 5.44 x 3.74 mm,1105
2293074_486,Marquise,0.40,D,VS1,GIA,Fair,None,,64.70,58.00,Slightly Thick to Very Thick,Excellent,Very Good,7.37 x 3.82 x 2.47 mm,1970
118256_486,Marquise,0.87,H,VVS1,GIA,Good,None,,61.50,64.00,Medium to Thick,Very Good,Very Good,9.75 x 5.03 x 3.09 mm,6559
K407-269603_NVD,Marquise,1.20,I,SI2,GIA,Good,None,NON,58.30,60.00,MED-VTK to MED-VTK,Very Good,Very Good,11.5x5.38x3.14 mm,8458
21910_285,Marquise,0.70,J,VS1,GIA,Good,None,None,58.20,58.00,Medium to Thick,Excellent,Very Good,9.23 x 4.66 x 2.71 mm,2851
401P-288-A_NVD,Marquise,0.51,D,VVS1,GIA,Excellent,Faint,,62.70,57.00,MED - VTK to MED - VTK,Excellent,Excellent,8.04x4.17x2.61 mm,3408
LDH7175_NVD,Marquise,1.00,J,SI2,GIA,Excellent,Strong,NON,62.70,56.00,Very Thick to Very Thick,Very Good,Very Good,10.05x5.15x3.23 mm,5633
192G-43-A_NVD,Marquise,0.30,G,VVS2,GIA,Very Good,None,,62.70,60.00,MED - VTK to MED - VTK,Excellent,Very Good,6.87x3.52x2.21 mm,1221
354D-45-A_NVD,Marquise,0.60,G,VS2,GIA,Fair,None,,64.90,58.00,STK - VTK to STK - VTK,Excellent,Very Good,8.53x4.3x2.79 mm,3036
B897-43_220,Marquise,0.52,J,VS2,GIA,Good,Faint,None,63.30,61.00,Slightly Thick to Thick,Excellent,Very Good,7.54 x 4.38 x 2.77 mm,1460
320641_NVD,Marquise,0.23,E,SI2,GIA,Good,Faint,NON,58.40,60.00,MED - VTK to MED - VTK,Very Good,Very Good,6.15x3.34x1.95 mm,840
LD23030483_NVD,Marquise,0.71,F,VS2,GIA,Good,Medium,NON,61.60,61.00,Thick to Thick,Very Good,Very Good,8.54x4.73x2.91 mm,4681
Y462-4_220,Marquise,1.51,G,SI2,GIA,Very Good,Faint,Small,62.50,58.00,Thin to Very Thick,Very Good,Very Good,10.65 x 6.09 x 3.81 mm,17735
238H-56-A_NVD,Marquise,0.60,D,SI1,GIA,Fair,Faint,,57.20,56.00,STK - VTK to STK - VTK,Excellent,Very Good,9.26x4.39x2.51 mm,2742
24466_285,Marquise,1.01,F,SI2,GIA,Good,None,None,59.50,63.00,Slightly Thick to Thick,Excellent,Very Good,10.31 x 5.37 x 3.2 mm,8320
RG159846_8935,Marquise,0.70,D,VS2,GIA,Good,Strong,None,58.30,53.00,Medium to Extremely Thick,Very Good,Good,8.4 x 4.69 x 2.74 mm,3458
21921_285,Marquise,0.92,J,VS2,GIA,Good,Medium,None,61.60,61.00,Medium to Thick,Excellent,Excellent,9.56 x 5.29 x 3.26 mm,4990
LD23034784_NVD,Marquise,0.90,I,SI1,GIA,Very Good,Faint,NON,61.60,60.00,Thick to Thick,Excellent,Excellent,9.77x5.09x3.13 mm,5667
BG753-5_220,Marquise,0.51,E,I1,GIA,Very Good,None,None,63.60,53.00,Thin to Thick,Very Good,Good,8.11 x 4.25 x 2.71 mm,1528
289554_NVD,Marquise,0.24,G,I1,GIA,Very Good,None,NON,63.90,59.00,THK - VTK to THK - VTK,Excellent,Very Good,6.23x3.2x2.04 mm,613
197D-21-A_NVD,Marquise,0.60,E,VS2,GIA,Very Good,None,,59.40,59.00,THK - ETK to THK - ETK,Very Good,Very Good,8.35x4.44x2.64 mm,3229
BG565-22_220,Marquise,3.02,I,VVS1,GIA,Fair,None,None,65.60,54.00,Slightly Thick to Very Thick,Very Good,Very Good,14.49 x 7.45 x 4.89 mm,86396
480909_885,Marquise,0.20,F,SI2,GIA,Fair,None,,65.00,59.00,Thick to Very Thick,Excellent,Very Good,8.31 x 5.44 x 3.74 mm,460
24494_285,Marquise,0.54,I,VS1,GIA,Good,None,None,60.30,62.00,Medium to Thick,Very Good,Very Good,8.24 x 4.36 x 2.63 mm,1910
876841_NVD,Marquise,0.31,E,SI2,GIA,Good,None,NON,64.20,52.00,STK - VTK to STK - VTK,Very Good,Excellent,7.16x3.42x2.2 mm,1060
K448-277748_NVD,Marquise,0.50,D,VS1,GIA,Excellent,None,NON,62.80,57.00,MED-THK to MED-THK,Excellent,Very Good,8.03x4.11x2.58 mm,2728
391G-114-A_NVD,Marquise,0.41,E,VVS2,GIA,Excellent,None,,62.50,57.00,STK - VTK to STK - VTK,Excellent,Very Good,7.65x3.9x2.44 mm,2441
816222_NVD,Marquise,0.23,I,SI1,GIA,Very Good,None,NON,63.20,52.00,Slightly Thick to Very Thick,Excellent,Very Good,6.5x3.18x2.01 mm,646
ALD13012220_NVD,Marquise,1.01,J,VS2,GIA,Very Good,Strong,NON,61.50,58.00,Thick to Thick,Excellent,Very Good,10.62x5.3x3.26 mm,6472
332441_885,Marquise,0.21,J,VS1,GIA,Good,Faint,,57.60,63.00,Thick to Very Thick,Good,Good,8.31 x 5.44 x 3.74 mm,425
A153-95_NVD,Marquise,0.33,D,VS1,GIA,Very Good,None,NON,63.20,60.00,MED-THK to MED-THK,Very Good,Very Good,6.86x3.59x2.27 mm,1290
386012_885,Marquise,0.31,E,SI1,GIA,Very Good,None,,61.60,60.00,Medium to Thick,Excellent,Very Good,8.31 x 5.44 x 3.74 mm,1125
EK-1809_225,Marquise,5.22,D,IF,GIA,Good,None,Very Small,60.40,61.00,Medium to Thick,Very Good,Very Good,17.52 x 9.23 x 5.57 mm,622289
388040_NVD,Marquise,0.43,G,VS1,GIA,Very Good,Faint,NON,63.30,58.00,Thick to Very Thick,Excellent,Very Good,7.46x3.95x2.5 mm,2007
KO-16_15326,Marquise,0.51,H,VVS1,GIA,Good,None,None,61.80,62.00,Thick to Very Thick,Excellent,Very Good,7.92 x 4.2 x 2.59 mm,2191
17092_285,Marquise,0.52,K,SI1,GIA,Good,Strong,None,57.80,61.00,Medium to Very Thick,Excellent,Very Good,8.3 x 4.21 x 2.43 mm,1207
RG159876_NVD,Marquise,1.00,E,VS1,GIA,Very Good,Medium,,62.90,56.00,THK - ETK to THK - ETK,Excellent,Very Good,10.78x5.01x3.15 mm,11624
846100_885,Marquise,0.26,I,VVS1,IGI,Very Good,None,,68.80,59.00,Medium to Thick,Very Good,Very Good,8.31 x 5.44 x 3.74 mm,631
614155_885,Marquise,0.64,I,I1,GIA,Very Good,Faint,,63.80,58.00,Slightly Thick to Very Thick,Very Good,Very Good,8.31 x 5.44 x 3.74 mm,1879
